lemma,count
кваранидехун,9
кващизе,9
квергӏатӏилъизе,9
квитанция,9
кибеялиго,9
кинигин,9
клей,9
комбинация,9
коммутатор,9
компас,9
контрабанда,9
коньяк,9
коридор,9
корректор,9
космонавт,9
кроссворд,9
кузов,9
курсант,9
кутурлъизе,9
къалал,9
къамартӏ,9
къамартӏаб,9
къапила,9
къаппа-саппизе,9
къарарлъизе,9
къаргӏа,9
къарну,9
къварилъизабизе,9
къваркьизе,9
къватӏи-рокъоб,9
къебелъухъ,9
къенкӏезе,9
къечхьазе,9
къибла,9
къикъидизе,9
къисматаб,9
къоролав,9
къотен,9
къули,9
къунтӏлъизе,9
кьабезабизе,9
кьаллъизе,9
кьан,9
кьвах-кьвахи,9
кьерилал,9
кьодукь,9
кьолбол,9
кӏалбиччазе,9
кӏалбухьине,9
кӏалкъазе,9
кӏалъавукълъизе,9
кӏанкӏич,9
кӏигъатаб,9
кӏиликӏичӏ,9
кӏкӏвелизе,9
кӏогӏоро,9
кӏодолъи-гьитӏинлъи,9
кӏож,9
кӏотинабизе,9
кӏутӏа-сутӏизе,9
лабаллъуда,9
лагли,9
либералияб,9
лингвист,9
лицензия,9
логарифм,9
логикияб,9
лъабгӏин,9
лъабил,9
лъале-хъвалеб,9
лъебералда,9
лъобеле,9
лъутарав,9
лъутизабизе,9
лъухьардизе,9
магӏарзукъалал,9
мажникӏ,9
мама,9
манарша,9
мандарин,9
марксизм,9
маршал,9
матч,9
маххукъебед,9
махӏбахъине,9
мачӏ,9
мачӏлъизе,9
меседилкьераб,9
метерисеб,9
механиклъизабизе,9
мими,9
минара,9
мисрихвалчен,9
можкӏкӏизе,9
морж,9
мугьазе,9
мугӏалимлъи,9
мукӏучӏи,9
мунапикъ,9
назук,9
налбек,9
намуслъи,9
нартичирахъ,9
насиблъизе,9
наслъизе,9
натуралист,9
нахъияб,9
нахъсверизе,9
нахъчӏезе,9
немцал,9
неца,9
нижераб,9
нотариалияб,9
нотариус,9
ноябралда,9
нужераб,9
нужумтӏехь,9
нухрагӏункӏкӏ,9
окись,9
оппозиция,9
оппонент,9
очередь,9
палихъан,9
параграф,9
парикмахерская,9
парник,9
парсцӏулакьо,9
парта,9
партком,9
пасалъизабизе,9
паста,9
пахруго,9
педаль,9
пент,9
пергамент,9
перхезе,9
пинкь,9
пицӏцӏхӏазе,9
плакат,9
плацкарта,9
повестка,9
подполковник,9
попугай,9
примус,9
провинция,9
прогресс,9
прожектор,9
производственнияб,9
пулав,9
пунщизе,9
радакь,9
радиограмма,9
радиотехник,9
радист,9
ракъдал,9
ракъикквезе,9
ракьа-кӏача,9
ракьуборохь,9
ракьхъен,9
ракӏбагъаризе,9
ракӏбахиллъизе,9
ракӏчӏвазе,9
ракӏчӏухӏизе,9
рахъниб,9
ревизионизм,9
регел,9
регламент,9
рельеф,9
репертуар,9
репетитор,9
репортаж,9
рефлектор,9
рехи,9
рецензент,9
ригьнакӏо,9
ризлъизабизе,9
риторика,9
ритӏел,9
рицӏцӏигъветӏ,9
розетка,9
росониб,9
рохьдол,9
рохьихӏинчӏ,9
ругьунлъизабизе,9
руруй,9
руссниб,9
санкция,9
сантехник,9
сардар,9
сбор,9
сварщик,9
сводка,9
связист,9
сейм,9
секкезе,9
сектор,9
сема-къемизе,9
симметрия,9
синтаксисияб,9
синтез,9
сихӏир,9
сихӏручи,9
сноска,9
собо-годозе,9
сороди,9
составияб,9
соус,9
социал-демократ,9
ссан,9
ссуризабизе,9
статистика,9
сторож,9
стратегияб,9
субъект,9
сулахъ,9
сурма,9
сурпа,9
сурхизе,9
сусизе,9
счетовод,9
тайм,9
такъсирияв,9
тантрахъаб,9
тарбиячи,9
творчествоялъулаб,9
тезис,9
тематикияб,9
теорема,9
терапевт,9
терхезе,9
техник,9
тилмач,9
тира-сверизабизе,9
тирха-кӏичизе,9
тирхизабизе,9
тирщун,9
тукенчи,9
тумен,9
туркӏ-туркӏизе,9
туснахърукъ,9
тушай,9
тушманлъи,9
тӏабгӏ,9
тӏадбелъанхъизе,9
тӏадбухьине,9
тӏаде-гъоркье,9
тӏадеахӏизе,9
тӏадебахъине,9
тӏадегуризе,9
тӏадежоялъе,9
тӏадкквезе,9
тӏадрекъезабизе,9
тӏадсверизабизе,9
тӏадчилъи,9
тӏаждагӏаг,9
тӏалиб,9
тӏарап,9
тӏасагъоркье,9
тӏехӏа-кӏкӏвелизе,9
тӏирщизабизе,9
тӏубай,9
угъраш,9
ужра,9
ультиматум,9
умывальник,9
ункъачо,9
ункъбукӏон,9
учительлъи,9
февраль,9
фельетон,9
феодалияб,9
финал,9
формула,9
формулировка,9
форум,9
фотограф,9
фрегат,9
фронтовик,9
фургон,9
хадурегӏел,9
хайгин,9
хамаб,9
хамут,9
хатӏалъизе,9
хашхаш,9
хведер,9
хинкӏбахъ,9
хир,9
хиса-свери,9
христианав,9
хулиган,9
хурма,9
хурухъанлъи,9
хъабщизе,9
хъандаяб,9
хъандиро,9
хъаркӏаслъизе,9
хъархъал,9
хъахӏмикки,9
хъачӏлъизабизе,9
хъвагӏдезе,9
хъвалхьен,9
хъегъезе,9
хъентӏезабизе,9
хъепхӏизе,9
хъергъу,9
хъулухъчӏужу,9
хъурщи,9
хъухӏудизе,9
хьабалухъагӏучӏ,9
хьадарлъизабизе,9
хьвархьвадизе,9
хьверд,9
хьитирухьен,9
хьулхьудизе,9
хьухьазабизе,9
хӏалагӏус,9
хӏалал,9
хӏалалаб,9
хӏаликълъизе,9
хӏаллъазе,9
хӏалцазе,9
хӏанкӏвара,9
хӏанчӏитӏинчӏ,9
хӏатӏихинкӏ,9
хӏиллачилъи,9
хӏинкъуч,9
хӏичи,9
хӏоржо,9
хӏункизе,9
хӏункъдизе,9
цадахъчи,9
цакьу,9
цанлъара,9
цедер,9
церекъад,9
цинагӏал,9
цудунаб,9
цӏадалаб,9
цӏаха,9
цӏекӏлъизабизе,9
цӏехолдизе,9
цӏигьан,9
цӏикӏкӏел,9
цӏир-цӏидизе,9
чадикълъизе,9
чачанал,9
чергес,9
чергесаб,9
чехол,9
чилъи,9
чиризе,9
чиякӏо,9
чухтӏу,9
чуч,9
чуча-хъухъазе,9
чуча-хъухъизе,9
ччохӏокълъизе,9
ччугӏагъецӏ,9
ччугӏихъанлъи,9
чӏандеро,9
чӏанкӏа,9
чӏегӏерхӏинчӏ,9
чӏедерлъизабизе,9
чӏенкьезе,9
чӏимичӏ,9
чӏиргъи-хъуй,9
чӏокӏен,9
чӏуркан,9
чӏчӏвад,9
шагьбулут,9
шагьват,9
шагьра,9
шигӏрияб,9
штанга,9
шукру,9
щамат,9
щуйил,9
щуйилаб,9
экспедитор,9
экспозиция,9
эра,9
этика,9
ягъзин,9
язихъ,9
якорь,9
ялгъуз,9
январалда,9
ясикӏаби,9
яхта,9
абажур,8
авалияб,8
автограф,8
автоматчи,8
агрегат,8
ада,8
азинабизе,8
академик,8
аккордеон,8
акула,8
алхинчӏого,8
алхӏам,8
альпинист,8
амбулатория,8
американал,8
амнистия,8
анатомиялъулаб,8
анибехун,8
анкьилаб,8
анлъцӏул,8
анцӏабго,8
аргъанчи,8
археолог,8
ахир-къадги,8
ачихъаб,8
аэродром,8
аят,8
багажник,8
багъизабизе,8
багь-багьизабизе,8
багӏарбакъ,8
багӏарлъи,8
багӏра,8
бадаризе,8
байт,8
байтулман,8
бакари,8
бакъ-моцӏ,8
бакъва-гадазабизе,8
бакъва-гадазе,8
бакьулъкилищ,8
балалайка,8
баллада,8
банан,8
банкет,8
барон,8
бата-батараб,8
батӏулаб,8
бахчатӏегь,8
бахьикъосине,8
бахьинхӏинчӏ,8
бацӏцӏа-бакине,8
бацӏцӏалъи,8
бача,8
баш,8
башлихъ,8
баща-бакъалъизабизе,8
белтал,8
берзабухъдизе,8
бесдалтӏегь,8
бехъерхъизабизе,8
бецӏхъахӏилаб,8
бечӏчӏаризе,8
библиографиялъул,8
бигьагьабун,8
бикьа-биххизабизе,8
биолог,8
биххи,8
бихьа-рагӏизе,8
бицардизе,8
бичи,8
бодулав,8
боксёр,8
бокьаралъуб,8
болхьаг,8
боргьинабизе,8
босизабизе,8
ботаник,8
ботаника,8
ботаникияб,8
бохбухьине,8
боцӏи-рикъзи,8
боцӏухъанлъи,8
бошлъизе,8
букъардизе,8
бульвар,8
бунтчи,8
буртӏин,8
бурукь,8
бурутӏдегӏен,8
бусса-сверизе,8
бусурманаб,8
буханка,8
бухӏумахӏ,8
вагӏза-насихӏат,8
вакъия,8
варислъизе,8
вацлъи,8
венгриял,8
ветеринар,8
веццарухъан,8
вилаят,8
ворчӏухъан,8
габани,8
габаниквар,8
габардин,8
гавур,8
гагусагӏат,8
галгъазе,8
ганщибече,8
ганщигӏака,8
гаргадухъан,8
гачигамачӏ,8
гвагӏ-гвагӏизе,8
гвадач,8
гвангъи,8
генератор,8
географ,8
геодезист,8
геодезия,8
герело,8
герцог,8
гиби,8
гибрид,8
гимнаст,8
гипноз,8
гипотеза,8
гирицӏ,8
гогаман,8
гомоглъи,8
гонорар,8
горен,8
гормендо,8
гочарухъан,8
гражданлъи,8
грекквартӏа,8
гулирохьен,8
гулла-хер,8
гумпара,8
гунгуни,8
гурхӏулев,8
гучук,8
гъабугъинабизе,8
гъагъай,8
гъажазубетӏер,8
гъазал,8
гъало,8
гъалохӏинчӏ,8
гъанча-кӏатӏизе,8
гъаплан,8
гъарзикъаб,8
гъари,8
гъвар-гъвадизе,8
гъварилъи,8
гъвегъизе,8
гъизинабизе,8
гъобаго,8
гъоркьанго,8
гъоркьсияб,8
гъорлъбосизе,8
гъотӏоркӏо,8
гъугълъи,8
гъуймурлъизе,8
гьабудизабизе,8
гьагӏдезе,8
гьагӏизе,8
гьакигӏер,8
гьакихӏос,8
гьанщизе,8
гьардарав,8
гьардухъ,8
гьаржакӏо,8
гьаркьагъине,8
гьац,8
гьацлъизабизе,8
гьебеле,8
гьебмехалъ,8
гьебсагӏат,8
гьелегьине,8
гьенкьезе,8
гьересичи,8
гьетӏ-гьетӏараб,8
гьетӏ-гьетӏизе,8
гьитӏич,8
